,title,location,local_interests,surface,nb_bedrooms,nb_bathrooms,baignoire,douche,beds,other_spaces,description,host_name,latitude,longitude,type,host_type,amenities
0,Charmant Petit Mazet vue mer La Croix Valmer Gigaro proche St Tropez,"La Croix-Valmer, Var","[[], [], [], [], [], [], ['Port Grimaud', '10\xa0min en voiture'], ['Plages du débarquement de Cavalaire', '10\xa0min en voiture'], ['Plage de Gigaro', '13\xa0min en voiture'], ['Saint-Tropez (LTT-La Môle)', '26\xa0min en voiture']]",35 m²,2 chambres (4 personnes),1 salle de bain,Baignoire ou douche · Sèche-cheveux,Baignoire ou douche · Sèche-cheveux,"1 grand lit, 1 lit superposé (1 place)","Terrasse en bois ou patio, Cuisine","['Cet hébergement est géré par un hôte privé (une partie n’agissant pas dans le cadre de son commerce, son entreprise ou sa profession). La législation européenne relative aux droits des consommateurs ne s’appliquera pas à votre réservation, y compris le droit de rétractation. Toutefois, la politique d’annulation définie par l’hôte privé couvrira votre réservation. Les articles\xa01100 à 1386-1 du Code civil français s’appliqueront. https://www.legifrance.gouv.fr/codes/id/LEGISCTA000032040794/ ', ""Des frais pour toute personne supplémentaire peuvent être facturés et dépendent de la politique de l'hébergement"", ""Une pièce d'identité officielle avec photo et un dépôt de garantie en espèces, par carte de crédit ou par carte de débit, peuvent être demandés à l'arrivée pour couvrir tous frais imprévus "", ""Les demandes spéciales, qui ne peuvent pas être garanties, sont soumises à disponibilité à l'arrivée et peuvent entraîner des frais supplémentaires"", 'Les fêtes et les événements de groupe sont interdits ', ""L'hôte n'a pas indiqué si l'hébergement était équipé d'un détecteur de monoxyde de carbone\xa0; pensez à apporter un détecteur portable lors de votre séjour"", ""L'hôte a indiqué que l'hébergement était équipé d'un détecteur de fumée"", 'Cet hébergement comprend le dispositif de sécurité suivant\xa0: une trousse de secours', 'Numéro d’enregistrement de l’hébergement\xa0: 83048001338WM', ""Cet hébergement ne dispose pas d'ascenseurs"", ""Conformément aux réglementations nationales, les transactions en espèces effectuées dans cet hébergement ne peuvent pas dépasser 1000 EUR. Pour plus d'informations, veuillez contacter l'hébergement aux coordonnées figurant dans la confirmation de réservation. "", ""Petit Mazet de charme,  vue mer à la Croix Valmer, proche de St Tropez, Gigaro et Cavalaire,  climatisé, dans une résidence  fleurie avec piscine commune dans la résidence  (1er juin au 30 septembre ) , tennis, ping-pong, club house. Belle terrasse  fleurie, qui fait le tour de la maison avec ombre, salon de jardin, chaises longues, place de parking. , plancha.<br>Calme, 35 mètres carrés environ , équipée pour 4 personnes avec des meubles de charme, 1 chambre avec  2 lits rapprochés en lit double(180) tout confort, une petite chambre avec 2 lits superposés(0,90), un séjour avec canapé-lit, une cuisine équipée, 1 salle de bain avec douche, wc séparé.<br>Climatisation , machine à laver. <br>Belle cuisine avec bar , Plaque induction 2 feux,  four et four micro ondes,  frigo, ventilateurs, plancha électrique,télévision, internet et wi fi . <br>Prêt d’un vélo. <br>Proche du village que l'on peut rejoindre à pied avec toutes les commodités et les commerces.<br>A 3km de la plage avec  navettes gratuites pour les plages de Gigaro et Cavalaire et pour le départ des randonnées du Cap Lardier.  St Tropez juste à côté accessible en navette par bateau.<br><br>Parking réservé attenant.<br>Caution : 600 € <br>Acompte : 50% <br>•\tMénage fin de séjour (70 euros ) à prévoir compte tenu des mesures sanitaires <br>•\tTarif dégressif pour une location au mois ou à partir de 3 semaines.<br>•\tLinge de lit et serviette de toilettes fournies , lits faits à l'arrivée. Prévoir des serviettes de plages non disponibles.<br><br>English<br>Small charming Mazet, air conditionner , sea view, in the south of France, close to St Tropez, Gigaro and Cavalaire, in a beautiful residence with swimming pool for all the résidence , tennis, table tennis, club house. Beautiful terrace, flowers, garden,  deckchairs, parking space. 3km from the beach with free shuttles to the beaches of Gigaro and Cavalaire and for the start of Cap Lardier hikes.<br>Close to the village which can be reached on foot with all amenities and shops.<br>Quiet, approximately 35 square meters, equipped for 4 people, 1 bedroom with double bed (180), a small bedroom with 2 bunk beds (0.90), a living room with sofa bed, kitchenette, bathroom, separate wc.<br>2-burner induction hob, vacuum cleaner, washing machine . oven, and microwave, fans, electric barbecue,  television, internet and wi-fi .<br>You can use our bicycle . <br>Adjoining reserved parking.<br>Air conditioner and washing machine could be available this summer.<br><br>Conditions & reservation:<br>Deposit: 600 €<br>Down payment: 50% <br>• 70 euros for end of stay  <br>• Decreasing price for monthly rental or from 3 weeks.<br>• Towel and bed linen provided and bed made on your arrival. You just need to take your own beach towels.""]",Not Available,43.207364,6.559698,Maison entière,Hôte particulier,"['Cour de tennis', 'Cuisine', 'Micro-ondes', 'Salon/salle à manger', 'Jouets/jeux', 'Piscine', 'Climatisation', 'Barbecue', 'Lave-linge', 'Espace extérieur', 'Wi-Fi gratuit', 'Vue sur l’océan', 'Piscine', 'Climatisation', 'Cuisine', 'Barbecue', 'Lave-linge', 'Espace extérieur']"
