,url,title,first_publication_date,description,price,type,furnished,surface,nb_rooms,DPE,GES,ascenceur,etage,nb_etages,charges,caution,region,departement,ville,zipcode,latitude,longitude,host_name
0,https://www.leboncoin.fr/ad/locations/2490728497,Appartement T3 en duplex,2024-04-08 06:47:15,"Appartement T3 en duplex d’une superficie de 107.26 m² comprenant : Entrée véranda avec baie vitrée, pièce à vivre avec coin cuisine équipée (rangements, four, plaque de cuisson, hotte, frigidaire), salle de bains et WC.
À l’étage : deux chambres.

Chauffage gaz collectif - Huisserie double vitrage PVC.
Place de stationnement 

Loyer : 550.00 €
Charges : 120.00 € (TOM, eau et chauffage)
FA : 317.00 €
Dépôt de garantie : 550.00€

LIBRE",670,Appartement,2,107,3,e,e,Non,1,Not Available,120,550,Auvergne,Puy-de-Dôme,Vertolaye,63480,45.65102,3.71109,GI63
