"L’isle-Jourdain (32600)

Venez découvrir ce charmant T2 entièrement rénové. 
Situé à deux pas de la 2x2 voies, proche de toutes commodités, au deuxième étage d’une résidence calme et à l’emplacement idéal. 

Il se compose d’une entrée d’une entrée avec placard intégré, d’une salle de bain, d’un WC séparé et d’une chambre de 11,36m2 avec grand placard. 
Sa cuisine ouverte sur un vaste séjour offre une belle pièce à vivre de 26m2.
Entièrement équipée à neuf, vous pourrez bénéficier d’une machine à laver, d’un frigo et d’un four avec plaques de cuisson à induction. 
Vous apprécierez son exposition côté sud, qui offre une belle luminosité tout au long de l’année. 

Un balcon de 6m2 et une place de parking complètent ce bien. 

Chauffage électrique individuel.
Loué non meublé.
Disponible à compter du 1er Février 2024.

Surface : 48m2
Loyer : 630€
Dépôt de garantie : 630€
Date de réalisation du diagnostic énergétique : 13/03/2023.

Montant estimé des dépenses annuelles d’énergie pour un usage standard : entre 530€ et 770€ par an. Prix moyens des énergies indexés au 1er Janvier 2021 (abonnements compris). 

Consommation énergie primaire : 166 kW/m2/an.
Consommation énergie finale : Non communiqué. 

N’hésitez pas à me contacter pour plus de photos.",,"['2 Pièces · ', '48 m² · ', ""L'Isle-Jourdain 32600 ""]",APPARTEMENT 2 PIÈCES 48m2
description,price,details,title
"T2 étage 3/3 sans ascenseur dans petite monopropriété très calme. 3 fenêtres exposées sud, 50 m place Clemenceau.",,"['2 Pièces · ', 'Hyères 83400 ']",T2 meublé hyper centre ville hyeres
description,price,details,title
"Surface de 55m².
Rez-de-chaussée : Un hall d'entrer qui donne sur la cuisine équipée et la salle de séjour. Chauffage électrique au sol. Il y a une porte fenêtre qui donne sur un coin privatif avec terrasse et espace vert. Les toilettes sont aux Rez de chaussée.

Etage : Il y a deux petites chambres et une salle de bain. Chauffé par convecteurs.

Les annexes : Un parking avec deux places libres.

Il est disponible à partir du 20/01/2024. 438 € plus 12 € de charges. Comptez 1300 € par an pour l’électricité.

Situé à 300 m du centre-ville.",,"['3 Pièces · ', '55 m² · ', 'Granges-Aumontzey 88640 ']",F3 duplex
description,price,details,title
"Grand studio à louer de 33m² dans le centre historique de Dijon.
Il se situe au rez-de-chaussée d’un hôtel particulier situé rue Jeannin, proche du quartier des Antiquaires, du lycée Carnot, de la place de la République (Tramway, bus) et de la place du Théâtre (bus).
Copropriété bien entretenue.
Accès indépendant depuis le porche (Interphone).
La pièce principale est éclairée par une grande fenêtre donnant sur la rue Jeannin, avec volets en bois et jardinière.
La cuisine est équipée de nombreux rangements, d’un petit frigo, d’une plaque de cuisson et d’une hotte.
La salle de bain est équipée d’un lave-linge et d’un sèche-serviette électrique.
Le chauffage est collectif (deux radiateurs dans la pièce principale). Un radiateur électrique d’appoint.
L’appartement est raccordé à la fibre.
Les charges comprennent l’entretien des parties communes, le chauffage et la taxe des ordures ménagères.
Prévoir la souscription d’un abonnement auprès du fournisseur d’eau, électricité et Internet.",,"['1 Pièce · ', '33 m² · ', 'Dijon 21000 ']",Grand studio à louer de 33m² rue Jeannin
description,price,details,title
"Joli meuble en plein centre de Perpignan avec une vraie chambre avec un lit double queen size pour un coin nuit séparé. 
Un bureau pour télé travailler ou réviser sereinement. 
Un salon avec canapé lit et télévision
Une cuisine équipée comme une grande avec 3 plaques, lave vaisselle et four traditionnel et micro-ondes 

Idéal jeune couple, étudiant",,"['1 Pièce · ', '35 m² · ', 'Perpignan 66000 ']",Location studio meublé 35m2 plein centre Perpignan
description,price,details,title
"Studio meublé situé au 4éme etage du 24 rue St Jacques, 
L'immeuble a entièrement été renové et l'appartement a été refait à neuf , il donne sur l'arrière du bâtiment
Couchage en sous pente
possibilité de brancher un lave linge, 
Proche de toutes commodités, 150m des tram A et B
Local vélo situé dans la cour privative extérieure
Chauffage par convecteur, cuisine équipée (plaque à induction et micro-onde)
Studio 16.20m² (loi carrez) 28m² surface totale (grande surface en sous pente accessible)
l'eau, l'électricité et internet ne sont pas compris dans le montant des charges",,"['1 Pièce · ', '16 m² · ', 'Grenoble 38000 ']",Studio 28m² (16m² loi carrez)
description,price,details,title
"MERCI DE BIEN LIRE L’ANNONCE!!Chambre étudiante meublé 330 euros + 50 euros de charges situées dans le quartier "" LA POSTE "" à villeneuve d'ascq à proximité des universités lille 1, lille 3, école d'architecture, transports en commun et centres commerciaux ( auchan V2, carrefour market, boulangerie, boucherie, épicerie, pharmacie...). Chambre avec lit , armoire, bureau, litterie . Cuisine equipée communes ( refrigerateur , plaque de cuisson , four à micro-ondes,meubles.), 2 salles de bains et 2 toilettes communes . WIFI.

Logement non fumeur 
2 mois de caution
Contact uniquement par téléphone.",,"['11 m² · ', ""Villeneuve-d'Ascq 59650 ""]",Chambre meublée
description,price,details,title
"Proche du RER A  accès possible au jardin dans une zone calme pavillonnaire ce studio a était aménager avec goût est à neuf.                                                                                                                                                                                                                           Il dispose d’une cuisine équipé : machine à lavée , plaque induction deux feux , frigo avec véritable congelateur encaster ( pas de frizzer).                                                                                                                                                                                                              Spots led au plafond pour un aspect moderne .. Une grande armoire penderie double miroir et lit .                                                                                                                                                                                           loyer : 790+50 euros de charge.                                  ( EAU FROIDE/WIFI ) # LES FAUX DOSSIERS ABSTENEZ VOUS je vérifie en profondeur chaque dossiers !!!",,"['20 m² · ', 'Fontenay-sous-Bois 94120 ']",Magnifique studio meublée cadre pavillonnaire
description,price,details,title
"MEGEVE Appartement - 6 personnes - 2 pièces - 1 chambres - 47 m²

LOCATION À LA SEMAINE 

Idéal pour un couple avec 4 enfants

Télévision - Balcon - Lave linge

Parquet neuf sur l ensemble de l appartement 

Idéalement placé, à 10 min à pied du centre du village et des remontées mécaniques, l'appartement dispose d'un confort optimal pour des vacances reposantes : agréable pièce à vivre, cuisine équipée, 1 chambres, 1 salle de bain, 1 double balcon pour admirer le panorama !

Logement

D'une superficie de 47 m², L'appartement peut accueillir jusqu'à 6 personnes.

Il se trouve au 3e étage et dernier étage, accessible par ascenseur, et se compose de la manière suivante :

- Une très grande pièce de vie composée de deux canapés double convertibles, d'une table à manger et d'une cuisine entièrement équipée (plaques de cuisson, réfrigérateur, four, micro-ondes, lave-linge, cafetière et bouilloire, vaisselle, etc). 
- 1 chambre double avec lit 140, accès au balcon pour profiter de la vue dès le réveil !
- 1 salle de bain avec baignoire et meuble vasque
- WC indépendant
- Un parking privé : place numérotée en sous-sol fermé, pour véhicules type 4x4, break, etc.

Quartier

Idéalement placé, à l'entrée de Megève, l'appartement est à 10 minutes à pied du centre du village et des remontées mécaniques.

A proximité immédiate d'une boulangerie, d'un supermarché Carrefour Market et de divers commerces de bouche.

Transport
Bus, calèches, taxis.

Autres remarques
Linge de maison non compris

Options & Services:
Caution hébergement: Obligatoire : 600€
Télévision: Inclus dans le prix
Animaux acceptés: oui
Heure d'arrivée: A partir de 15:00
Heure de départ: 10:00
Ménage fin de séjour: non inclus
Charges: Inclus dans le prix",,"['2 Pièces · ', '47 m² · ', 'Megève 74120 ']",Megève appartement dispo à partir du 9 mars 2024
description,price,details,title
"Appartement 2 pièces 49 m²

appartement 2 pièces en hyper centre, cour des maréchaux, avec des possibilités de parking en sous-sol. situation particulièrement calme et ensoleillée, dans une résidence des années 90, dont la façade a été rénovée . 2p refait à neuf .Cuisine équipée .surface 49 m2 dont séjour 20m2, chambre 12m2, cuisine 8m2. placard. 2ème étage ascenseur. petite copropriété
 Appartement non meublé
 Loyer 550 EUR + 70 EUR de charges, eau incluse, chauffage électrique en plus. classe énergétique :D
 pour les visites contactez Serena au [Coordonnées masquées] ou valérie [Coordonnées masquées]

Surface : 49 m²
Loyer : 620 € / mois (charges comprises)
Montant des charges : 70 € / mois
Honoraires à la charge du locataire : 542 € dont 150 € pour l’état des lieux
Dépôt de garantie : 550 €

Consommation énergie primaire : 200 kWh/m²/an
Consommation énergie finale : Non communiqué",,"['2 Pièces · ', '49 m² · ', 'Mulhouse 68100 ', '· Quartier Centre historique']",Appartement 2 pièces 49 m²
description,price,details,title
"A LOUER CAEN UNIVERSITÉ, 21 rue de la Pigacière, un studio meublé de 25m2 au 3ème étage d’une résidence avec ascenseur. 
5 minutes à pied de l'université et de l'hypercentre. 
Proche du tramway et commerces.

Il se compose comme suit :
- Entrée avec placard/penderie, 
- Salle de bain avec douche, WC, meuble vasque.
- Coin cuisine équipé de plaque vitro- céramique, frigo, micro-ondes, nécessaire de vaisselle, nombreux rangements
- Canapé et table basse
- Bureau
- Table avec 4 chaises
- Lit 2 places (couette et oreiller)
- Volets roulants électriques
- Aspirateur

Chauffage et eau chaude collectifs. 
Disponible de suite. Possibilité place de parking couvert en plus.

Loyer hors charges : 550€/mois
Provision sur charges : 90€/mois(chauffage et eau compris)
Possibilité parking couvert en plus : +20€/mois
Dépôt de garantie : 2 mois de loyers HC
Cautions exigées",,"['1 Pièce · ', '25 m² · ', 'Caen 14000 ']","Caen Université/Vaugeux, studio 25 m2, chauffage/eau inclus"
description,price,details,title
"MERCI DE BIEN LIRE L’ANNONCE!!Chambre étudiante meublé 330 euros + 50 euros de charges situées dans le quartier "" LA POSTE "" à villeneuve d'ascq à proximité des universités lille 1, lille 3, école d'architecture, transports en commun et centres commerciaux ( auchan V2, carrefour market, boulangerie, boucherie, épicerie, pharmacie...). Chambre avec lit , armoire, bureau, litterie . Cuisine equipée communes ( refrigerateur , plaque de cuisson , four à micro-ondes,meubles.), 2 salles de bains et 2 toilettes communes . WIFI.

Logement non fumeur 
2 mois de caution
Contact uniquement par téléphone.",,"['11 m² · ', ""Villeneuve-d'Ascq 59650 ""]",Chambre meublée
description,price,details,title
"Proche du RER A  accès possible au jardin dans une zone calme pavillonnaire ce studio a était aménager avec goût est à neuf.                                                                                                                                                                                                                           Il dispose d’une cuisine équipé : machine à lavée , plaque induction deux feux , frigo avec véritable congelateur encaster ( pas de frizzer).                                                                                                                                                                                                              Spots led au plafond pour un aspect moderne .. Une grande armoire penderie double miroir et lit .                                                                                                                                                                                           loyer : 790+50 euros de charge.                                  ( EAU FROIDE/WIFI ) # LES FAUX DOSSIERS ABSTENEZ VOUS je vérifie en profondeur chaque dossiers !!!",,"['20 m² · ', 'Fontenay-sous-Bois 94120 ']",Magnifique studio meublée cadre pavillonnaire
description,price,details,title
"Appartement 4 pièces 62 m²

APPARTEMENT F3 rez de chaussée, 2 chambres, cuisine aménagée, salle de bain WC, petite buanderie, courette.

Surface : 62 m²
Loyer : 550 € / mois (charges comprises)
Montant des charges : 30 € / mois
Honoraires à la charge du locataire : 550 € dont 186.75 € pour l’état des lieux
Dépôt de garantie : 520 €
Date de réalisation du diagnostic énergétique : 30/11/2023

Consommation énergie primaire : 408 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1580 € et 2190 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe F",,"['4 Pièces · ', '62 m² · ', 'Châteaudun 28200 ']",Appartement 4 pièces 62 m²
description,price,details,title
"Appartement 2 pièces 49 m²

Centre ville BONNEVAL proche commerce - dans résidence calme APPARTEMENT F2 au 1er étage avec ascenceur, entrée avec placards, séjour, cuisine ouverte, chambre, salle d'eau, WC, cave.
 Libre de suite

Surface : 49 m²
Loyer : 492 € / mois (charges comprises)
Montant des charges : 46 € / mois
Honoraires à la charge du locataire : 492 € dont 145.62 € pour l’état des lieux
Dépôt de garantie : 446 €
Date de réalisation du diagnostic énergétique : 15/02/2022

Consommation énergie primaire : 140 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 642 € et 868 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr",,"['2 Pièces · ', '49 m² · ', 'Bonneval 28800 ']",Appartement 2 pièces 49 m²
description,price,details,title
"Appartement 4 pièces 57 m²

En centre ville de Châteaudun, au premier étage d'un immeuble, nous vous porposons cet appartement avec une entrée, un séjour, une cuisine aménagée, deux chambres, une salle d'eau, et un WC. Une cave.Chauffage gaz de ville.

Surface : 57 m²
Loyer : 465 € / mois (charges comprises)
Montant des charges : 25 € / mois
Honoraires à la charge du locataire : 465 € dont 169.62 € pour l’état des lieux
Dépôt de garantie : 440 €
Date de réalisation du diagnostic énergétique : 10/11/2021

Consommation énergie primaire : 249 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 998 € et 1350 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)",,"['4 Pièces · ', '57 m² · ', 'Châteaudun 28200 ']",Appartement 4 pièces 57 m²
description,price,details,title
"Duplex 4 pièces 58 m²

A deux pas des commerces, duplex lumineux composé d'une cuisine équipée , d'un séjour, une salle d'eau et deux grandes chambres.
 
 Libre de suite

Surface : 58 m²
Loyer : 470 € / mois (charges comprises)
Modalité de récupération des charges locatives : Remboursement annuel par le locataire
Honoraires à la charge du locataire : 470 € dont 173.10 € pour l’état des lieux
Dépôt de garantie : 470 €
Date de réalisation du diagnostic énergétique : 13/09/2023

Consommation énergie primaire : 344 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1210 € et 1700 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe F",,"['4 Pièces · ', '57 m² · ', 'Bonneval 28800 ']",Duplex 4 pièces 58 m²
description,price,details,title
"Appartement 2 pièces 32 m²

Appartement F2 au 2ème étage proches des commerces comprenant une entrée, un séjour, une cuisine, une chambre avec salle d'eau et Wc.
 Chauffage électrique. Compteur d'eau divisionnaire
 Disponible
 
 

Surface : 32 m²
Loyer : 348 € / mois (charges comprises)
Montant des charges : 23 € / mois
Modalité de récupération des charges locatives : Forfaitaires mensuelles
Honoraires à la charge du locataire : 348 € dont 97.32 € pour l’état des lieux
Dépôt de garantie : 325 €
Date de réalisation du diagnostic énergétique : 28/11/2022

Consommation énergie primaire : 352 kWh/m²/an
Consommation énergie finale : Non communiqué

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 740 € et 1060 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)
Logement à consommation énergétique excessive : classe F",,"['2 Pièces · ', '32 m² · ', 'Cloyes-les-Trois-Rivières 28220 ']",Appartement 2 pièces 32 m²
description,price,details,title
"MEGEVE Appartement - 6 personnes - 2 pièces - 1 chambres - 47 m²

LOCATION À LA SEMAINE 

Idéal pour un couple avec 4 enfants

Télévision - Balcon - Lave linge

Parquet neuf sur l ensemble de l appartement 

Idéalement placé, à 10 min à pied du centre du village et des remontées mécaniques, l'appartement dispose d'un confort optimal pour des vacances reposantes : agréable pièce à vivre, cuisine équipée, 1 chambres, 1 salle de bain, 1 double balcon pour admirer le panorama !

Logement

D'une superficie de 47 m², L'appartement peut accueillir jusqu'à 6 personnes.

Il se trouve au 3e étage et dernier étage, accessible par ascenseur, et se compose de la manière suivante :

- Une très grande pièce de vie composée de deux canapés double convertibles, d'une table à manger et d'une cuisine entièrement équipée (plaques de cuisson, réfrigérateur, four, micro-ondes, lave-linge, cafetière et bouilloire, vaisselle, etc). 
- 1 chambre double avec lit 140, accès au balcon pour profiter de la vue dès le réveil !
- 1 salle de bain avec baignoire et meuble vasque
- WC indépendant
- Un parking privé : place numérotée en sous-sol fermé, pour véhicules type 4x4, break, etc.

Quartier

Idéalement placé, à l'entrée de Megève, l'appartement est à 10 minutes à pied du centre du village et des remontées mécaniques.

A proximité immédiate d'une boulangerie, d'un supermarché Carrefour Market et de divers commerces de bouche.

Transport
Bus, calèches, taxis.

Autres remarques
Linge de maison non compris

Options & Services:
Caution hébergement: Obligatoire : 600€
Télévision: Inclus dans le prix
Animaux acceptés: oui
Heure d'arrivée: A partir de 15:00
Heure de départ: 10:00
Ménage fin de séjour: non inclus
Charges: Inclus dans le prix",,"['2 Pièces · ', '47 m² · ', 'Megève 74120 ']",Megève appartement dispo à partir du 9 mars 2024
