,type,meublé,city,zipcode,neighbourhood,nb_rooms,nb_bedrooms,surface,numero_etage,description,balcon,terrasse,jardin,surface_balcon,surface_terrasse,surface_jardin,exposition,cave,parking,garage,box,ascenseur,interphone,gardien,salle de bain (Baignoire),salle d'eau (douche),surface_salon,surface_salle_a_manger,loyer_charges_comprises,Diagnostic de performance énergétique (DPE),Indice d'émission de gaz à effet de serre (GES)
0,Appartement,1,Paris,75016,Quartier Muette Nord,2,1,44,,"Appartement 44 m2 très lumineux et très calme. 
2 grandes portes fenêtres exposées plein ouest permettent d'accéder  à un grand balcon.
Vue dégagée et très agréable. Vous pourrez prendre votre petit déjeuner (ou votre diner !) sur le balcon !  
5 ème étage (ascenseur) tout proche OCDE, université Paris Dauphine, Trocadero et Tour Eiffel. Base idéale pour télétravail et découverte de Paris. Grande proximité des transports en commun (arrêt de bus au pied de l'immeuble, métro à 5 minutes à pieds et le RER à 10 minutes). L'appartement est complètement équipé (lave linge, réfrigérateur, lave vaisselle, frigo, four micro onde, TV..) afin de vous assurer un séjour le plus agréable possible.
La concierge de l'immeuble est une personne de confiance et est très serviable. 
Accès Wi Fi haut débit compris dans les charges.Demander plus d'informations au propriétaire",1,0,0,,,,,0,0,0,0,1,0,1,0,0,,,1880,Not Available,Not Available
