,title,price,city and zip code,neighbourhood,nb_rooms,nb_bedrooms,surface,numero_etage,description,Extérieur,Cadre et situation,Surfaces annexes,Services et accessibilité,Cuisine,Hygiène,Pièces à vivre,Diagnostic de performance énergétique (DPE),Indice d'émission de gaz à effet de serre (GES),loyer_base,charges_forfaitaires,complement_loyer,depot_garantie,loyer_charges_comprises,host_name
0,Appartement meublé à louer,1 880 €,Paris (75016),Quartier Muette Nord,2 pièces,1 chambre,44 m²,étage 5/–,"Appartement 44 m2 très lumineux et très calme. 
2 grandes portes fenêtres exposées plein ouest permettent d'accéder  à un grand balcon.
Vue dégagée et très agréable. Vous pourrez prendre votre petit déjeuner (ou votre diner !) sur le balcon !  
5 ème étage (ascenseur) tout proche OCDE, université Paris Dauphine, Trocadero et Tour Eiffel. Base idéale pour télétravail et découverte de Paris. Grande proximité des transports en commun (arrêt de bus au pied de l'immeuble, métro à 5 minutes à pieds et le RER à 10 minutes). L'appartement est complètement équipé (lave linge, réfrigérateur, lave vaisselle, frigo, four micro onde, TV..) afin de vous assurer un séjour le plus agréable possible.
La concierge de l'immeuble est une personne de confiance et est très serviable. 
Accès Wi Fi haut débit compris dans les charges.Demander plus d'informations au propriétaire",Balcon,"Calme, Belle vue",Not Available,"Ascenseur, Gardien",Not Available,Not Available,Séjour / salon,Not Available,Not Available,1 590 €,290 €,Not Available,3 180 €,1 880 € / mois,Joly Bertrand-Joseph
