,url,title,type,location,person_capacity,latitude,longitude,property_infos_list,host_name,description,amenities
0,,"Studio au cœur de Paris - Appartements à louer à Paris, Île-de-France, France - Airbnb",Logement entier : appartement,Paris,2,48.87085039999999,2.3728466,"['2 voyageurs', '1 chambre', '1\xa0salle de bain']",Hôte : Paty,"En plein du cœur du quartier animé de Belleville, ce studio tout confort idéalement placé au croisement de la Rue Saint-Maur et du Faubourg du Temple vous accueillera pour vos séjours.<br /><br />Entièrement rénové et tout équipé, proche des transports en commun (moins de 2 minutes à pied des stations Goncourt & Belleville), vous séjournerez à quelques pas du Canal Saint-Martin, de la Place de la République (moins de 10 minutes à pied) ou encore du charmant marché de Belleville.<br /><br /><b>Numéro d'enregistrement</b><br />7511012236162","['Produits de nettoyage', 'Shampooing', 'Après-shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche', 'Lave-linge', 'Équipements de base', 'Cintres', 'Draps', 'Espace de rangement pour les vêtements', 'Télévision', 'Climatisation', 'Chauffage', 'Détecteur de fumée', 'Détecteur de monoxyde de carbone', 'Wifi', 'Espace de travail dédié', 'Cuisine', 'Réfrigérateur', 'Équipements de cuisine de base', 'Vaisselle et couverts', 'Mini réfrigérateur', 'Congélateur', 'Cuisinière électrique Other', 'Bouilloire électrique', 'Cafetière\xa0: machine à expresso', 'Verres à vin', 'Plaques de cuisson', 'Table à manger', 'Café', 'Laverie automatique à proximité', 'Logement de plain-pied', 'Animaux acceptés', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Caméras de surveillance extérieures présentes sur place', 'Sèche-linge']"
