title_and_price,location,details,description,metro_stations,conditions_financieres,energy_GES,ref_date
"Location meublée appartement 3 pièces 55 m² Drancy (93700)
880 €"                                                                        ,Drancy (93700)                     ,"['3 pièces', '2 chambres', '55 m²']"                      ,"Autobus à 150 m (ligne 251 métro Bobigny, RER B). Dans résidence sécurisée et verdoyante.
                                                                                                                                                                               Au 2ème, 3 pièces meublés ou possibilité en semi-meublés , 55 m2 : salon 20 m2 (fauteuils, table, chaises), cuisine équipée (réfrigérateur-congélateur, gazinière, chauffe-eau gaz de ville), chauffage électrique, double vitrage, wc indépendants, salle de bains (lavabo, baignoire), 2 chambres 13 m2 et 10 m2 (armoire, penderies intégrées, chacune avec grand lit 2 personnes avec possibilité d'apporter sa literie).
                                                                                                                                                                               
                                                                                                                                                                               Emplacement de parking privatif.
                                                                                                                                                                               
                                                                                                                                                                               Prises téléphone, TV et fibre optique,
                                                                                                                                                                               
                                                                                                                                                                               Loyer charges comprises sauf électricité.
                                                                                                                                                                               
                                                                                                                                                                               Garanties demandées : Caution : 2 mois de loyer, revenus minimum 2500 €.
                                                                                                                                                                               
                                                                                                                                                                               Avis d'imposition, 3 dernières fiches de paie, carte d'identité.
                                                                                                                                                                               Si absent, merci de laisser un message téléphonique ou de préférence un courriel pour un premier contact avec le plus de précisions possibles (nombre de personnes, revenu )."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"['Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.560 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.560 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.560 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']"                                                                                                                                                                                                                                                                                                                                                                                        ,"['', '', '', 'Loyer charges comprises\n880 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n1.560 €']"                                                                             ,"{'energy': 'D', 'GES': 'D'}"                         ,Réf. : 994/A665 / 28 février 2024
"Location appartement 3 pièces 73 m² Sanary-Sur-Mer
1.320 €"                                                                      ,Sanary-sur-Mer (83110)             ,"['3 pièces', '2 chambres', '73 m²']"                      ,"Situé dans une résidence calme et arborée.
                                                                                                                                                                               
                                                                                                                                                                               Appartement de 73 m2 en cours de rénovation au 2ème étage sans ascenseur.
                                                                                                                                                                               Il se compose d’un double living et de 2 belles chambres, 1 salle d'eau, wc séparé, une cuisine en cours d’installation.
                                                                                                                                                                               
                                                                                                                                                                               Gand balcon donnant sur le parc et une grande loggia devant la cuisine.
                                                                                                                                                                               Grande cave.
                                                                                                                                                                               
                                                                                                                                                                               Chauffage central par l’immeuble. Double vitrage, volets électriques, parquet stratifié.
                                                                                                                                                                               
                                                                                                                                                                               Parkings libres à l’intérieur de la résidence fermée par un portail automatique
                                                                                                                                                                               
                                                                                                                                                                               Loyer 1 200 E/mois + charges environ 120 E/mois.
                                                                                                                                                                               
                                                                                                                                                                               Agences s’abstenir.
                                                                                                                                                                               
                                                                                                                                                                               L’appartement sera vacant à partir du 15 mars.
                                                                                                                                                                               
                                                                                                                                                                               Diagnostiques en cours de réalisation"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"['Conditions financières\nLoyer charges comprises\n1.320 € / mois\nDont charges\n120 € / mois\nDépôt de garantie\n1.200 €', 'Conditions financières\nLoyer charges comprises\n1.320 € / mois\nDont charges\n120 € / mois\nDépôt de garantie\n1.200 €', 'Conditions financières\nLoyer charges comprises\n1.320 € / mois\nDont charges\n120 € / mois\nDépôt de garantie\n1.200 €']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"['', '', '', 'Loyer charges comprises\n1.320 € / mois', 'Dont charges\n120 € / mois', 'Dépôt de garantie\n1.200 €']"                                                                           ,"{'energy': 'Not Available', 'GES': 'Not Available'}" ,Réf. : F17/1222 / 28 février 2024
"Location appartement 4 pièces 97 m² Nogent-Sur-Marne (94130)
2.850 €"                                                                      ,Nogent-sur-Marne (94130)           ,"['4 pièces', '3 chambres', '97 m²']"                      ,"Appartement avenue de la Source, proche du bois et à quelques minutes du port de plaisance.
                                                                                                                                                                               Dans un parc arboré, sécurisé.
                                                                                                                                                                               Intéressant potentiel d aménagements modulables
                                                                                                                                                                               En rez-de-jardin de 97 m2 + 30 m2 de terrasse privative
                                                                                                                                                                               Comprenant :
                                                                                                                                                                               Double séjour avec cuisine
                                                                                                                                                                               3 chambres (une avec salle d'eau)
                                                                                                                                                                               1 salle d eau avec wc
                                                                                                                                                                               1 wc indépendant
                                                                                                                                                                               1 Parking couvert
                                                                                                                                                                               Dans les taxes : Chauffage, eau chaude , taxes ordures ménagères…
                                                                                                                                                                               250 euros mensuel.
                                                                                                                                                                               Libre.
                                                                                                                                                                               Sérieuses garanties demandées.
                                                                                                                                                                               Merci de laisser un message sur
                                                                                                                                                                               l'adresse mail ou sur le téléphone"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"['Nogent-sur-Marne', 'Joinville-le-Pont', 'Fontenay-sous-Bois']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"['', '', '', 'Loyer charges comprises\n2.850 € / mois', 'Dont charges\n250 € / mois', 'Dépôt de garantie\n2.600 €']"                                                                           ,"{'energy': 'D', 'GES': 'D'}"                         ,Réf. : D25/1011 / 28 février 2024
"Location meublée studio 26 m² Bièvres (91570)
850 €"                                                                        ,Bièvres (91570)                    ,"['1 pièce', '26 m²']"                                     ,"Studio meublé de 26 m2, proche commerces et 5 mn RER, refait à neuf.
                                                                                                                                                                               Chauffage et chauffe eau électrique. Salle d'eau avec wc, cuisine équipée, couchage.
                                                                                                                                                                               
                                                                                                                                                                               Louer 750 € hors charges + 100 E charges."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"['Bièvres', 'Igny', 'Vauboyen']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,"['', '', '', 'Loyer charges comprises\n850 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n1.500 €']"                                                                             ,"{'energy': 'Not Available', 'GES': 'Not Available'}" ,Réf. : F16/1125 / 27 février 2024
"Location meublée appartement 2 pièces 48 m² Strasbourg
850 €"                                                                        ,Strasbourg (67000)                 ,"['2 pièces', '1 chambre', '48 m²']"                       ,"Rue de la Grossau Neudorf (67100), dans petite copropriété 2ème étage sans ascenseur et sans vis-à-vis,
                                                                                                                                                                               appartement meublé (ou non - à convenir) comprenant un séjour, une chambre, une cuisine, une salle de bains avec wc, un dégagement, un balcon et une cave.
                                                                                                                                                                               Lumineux - 48 m² - très calme.
                                                                                                                                                                               
                                                                                                                                                                               Loyer + avances sur charges (dont eau-chauffage collectif avec répartiteurs) : 850 euros.
                                                                                                                                                                               Pas de colocation. Garant/caution solidaire.
                                                                                                                                                                               Disponible en avril 2024.
                                                                                                                                                                               Visites sur rendez-vous."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,"['Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.500 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.500 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n850 € / mois\nDont charges\n100 € / mois\nDépôt de garantie\n1.500 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']"                                                                                                                                                                                                                                                                                                                                                                                        ,"['', '', '', 'Loyer charges comprises\n850 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n1.500 €']"                                                                             ,"{'energy': 'C', 'GES': 'C'}"                         ,Réf. : C25/1453 / 21 février 2024
"Location appartement 2 pièces 55 m² Saint-Germain-En-Laye (78100)
1.500 €"                                                                      ,Saint-Germain-en-Laye (78100)      ,"['2 pièces', '1 chambre', '55 m²']"                       ,"Appartement situé dans la meilleure rue de Saint-Germain-en-Laye, proximité bus et RER, beaucoup de commerces.
                                                                                                                                                                               Appartement comme neuf avec prestation haut de gamme. 2 pièces 55 m2. Dernier étage."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"['Saint-Germain-en-Laye', 'Saint-Germain-en-Laye - Grande-Ceinture', 'Gare de Saint-Germain-en-Laye - Bel-Air - Fourqueux']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"['', '', '', 'Loyer charges comprises\n1.500 € / mois', 'Dont charges\n50 € / mois', 'Dépôt de garantie\n1.450 €']"                                                                            ,"{'energy': 'Not Available', 'GES': 'Not Available'}" ,Réf. : F20/0124 / 28 février 2024
"Location meublée appartement 4 pièces 81 m² Évry-Courcouronnes (91000)
1.350 €"                                                                      ,Évry-Courcouronnes (91000)         ,"['4 pièces', '2 chambres', '81 m²']"                      ,"A quelques minutes à pieds de la gare d'Evry Val de Seine, l'appartement se situe dans une résidence calme, arborée et très bien entretenue. Au premier étage d'un petit immeuble de 3 étages, cet appartement lumineux de 81 m² est entièrement meublé avec du mobilier de qualité et la décoration est très soignée.
                                                                                                                                                                               
                                                                                                                                                                               L'entrée comprend un dressing et de nombreux rangements. Elle dessert les différentes pièces de l'appartement.
                                                                                                                                                                               
                                                                                                                                                                               La pièce de vie, spacieuse et lumineuse, donne accès à un grand balcon sans vis-à-vis depuis deux grandes baies vitrées. Elle offre un espace « salon » et un espace « salle à manger ».
                                                                                                                                                                               
                                                                                                                                                                               La cuisine donne accès à un deuxième balcon. Elle est indépendante et entièrement équipée (plaques de cuisson, hotte, four, micro-ondes, réfrigérateur, congélateur, lave-vaisselle et sèche-linge).
                                                                                                                                                                               
                                                                                                                                                                               La chambre de 10 m² dispose d'un lit double et d'une commode.
                                                                                                                                                                               La chambre de 11m² dispose d'un lit double, d'une commode et d'une armoire.
                                                                                                                                                                               
                                                                                                                                                                               La salle d'eau est constituée d'un meuble vasque et d'une douche spacieuse.
                                                                                                                                                                               
                                                                                                                                                                               L’eau chaude, le chauffage, l’entretien des parties communes et des espaces verts sont compris dans les charges.
                                                                                                                                                                               
                                                                                                                                                                               Une cave et un box fermé viennent compléter le bien."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,"['Evry', 'Le Bras de Fer - Évry - Génopole', 'Evry - Courcouronnes']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"['', '', '', 'Loyer charges comprises\n1.350 € / mois', 'Dont charges\n208 € / mois', 'Dépôt de garantie\n2.284 €']"                                                                           ,"{'energy': 'D', 'GES': 'C'}"                         ,Réf. : F19/1653 / 28 février 2024
"Location meublée appartement 3 pièces 82 m² Paris 14E (75014)
2.650 €"                                                                      ,Paris 14e (75014)                  ,"['3 pièces', '2 chambres', '82 m²']"                      ,"Alésia, proche transports et tous commerces.
                                                                                                                                                                               
                                                                                                                                                                               Appartement calme et lumineux de 3 pièces de 82 m² au 3ème étage avec ascenseur d'un immeuble récent. Séjour/salle à manger donnant sur jardin avec balcon de 14 m², 2 chambres sur jardin, cuisine séparée entièrement équipée et aménagée, salle de bains et wc séparé avec un lave-mains. Nombreux rangements. Chauffage individuel électrique.
                                                                                                                                                                               
                                                                                                                                                                               Possibilité place de parking (box) en sus.
                                                                                                                                                                               
                                                                                                                                                                               Professionnels s'abstenir."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,"['Alésia', 'Jean Moulin', ""Porte d'Orléans (Général Leclerc)""]"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,"['', '', '', 'Loyer charges comprises\n2.650 € / mois', 'Dont charges\n130 € / mois', 'Dépôt de garantie\n5.040 €', 'Loyer de référence majoré\n2.419 €', 'Complément de loyer\n101 €']"       ,"{'energy': 'Not Available', 'GES': 'Not Available'}" ,Réf. : D38/1684 / 28 février 2024
"Location appartement 30 m² Rennes (35000)
610 €"                                                                        ,Rennes (35000)                     ,"['1 pièce', '30 m²']"                                     ,"Libre de suite - T1- Rennes Centre- bd Sébastopol, proche place de Bretagne, Rotonde, métro, bus et commerces.
                                                                                                                                                                               5e étage-ascenseur-expo Ouest, baies double vitrage + volets électriques+balcon
                                                                                                                                                                               Entrée avec interphone
                                                                                                                                                                               Cuisine équipée (réfrigérateur+plaques à induction+Evier+meuble de rangement
                                                                                                                                                                               Séjour avec placard
                                                                                                                                                                               Salle de bains (baignoire-douche+lavabo+wc
                                                                                                                                                                               Interphone+ascenseur+concierge.
                                                                                                                                                                               Chauffage et eau chaude comprises dans les charges.
                                                                                                                                                                               Parking en sous-sol avec télécommande et accès direct par ascenseur.
                                                                                                                                                                               Loyer : 530 E/mois + 80 E charges = 610€."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,"['Conditions financières\nLoyer charges comprises\n610 € / mois\nDont charges\n80 € / mois\nDépôt de garantie\n530 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n610 € / mois\nDont charges\n80 € / mois\nDépôt de garantie\n530 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n610 € / mois\nDont charges\n80 € / mois\nDépôt de garantie\n530 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']"                                                                                                                                                                                                                                                                                                                                                                                                 ,"['', '', '', 'Loyer charges comprises\n610 € / mois', 'Dont charges\n80 € / mois', 'Dépôt de garantie\n530 €']"                                                                                ,"{'energy': 'B', 'GES': 'B'}"                         ,Réf. : F19/2558 / 28 février 2024
"Location meublée appartement 2 pièces 52 m² Pres Compiegne
650 €"                                                                        ,Compiègne (60200)                  ,"['2 pièces', '1 chambre', '52 m²']"                       ,"Sur golf 18 trous. 7 km A1, 10 min gare Compiègne (45 min Paris).
                                                                                                                                                                               
                                                                                                                                                                               Château 17e siècle. F2, 52 m2 meublé, état neuf :
                                                                                                                                                                               
                                                                                                                                                                               Séjour, cuisine équipée, chambre en duplex, salle de bains, wc séparés,.
                                                                                                                                                                               
                                                                                                                                                                               Chauffage fuel.
                                                                                                                                                                               Jardin.
                                                                                                                                                                               
                                                                                                                                                                               Loyer : 650 E/mois + provision charges."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,"['Conditions financières\nLoyer charges comprises\n650 € / mois', 'Conditions financières\nLoyer charges comprises\n650 € / mois', 'Conditions financières\nLoyer charges comprises\n650 € / mois']"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,"['', '', '', 'Loyer charges comprises\n650 € / mois']"                                                                                                                                         ,"{'energy': 'Not Available', 'GES': 'Not Available'}" ,Réf. : 704/646 / 28 février 2024
"Location maison 130 m² Bourges (18000)
1.250 €"                                                                      ,Bourges (18000)                    ,"['4 pièces', '3 chambres', '130 m²', 'Terrain 500 m²']"   ,"Maison 130m2, 150m2 au sol, centre historique, quartier cathédrale, grande salle de séjour avec cuisine à l'américaine, trois chambres, une au rez de chaussée avec salle de bain baignoire et douche, WC séparé, lingerie, une pièce de rangement, deux chambres à l'étage avec une salle de douche.
                                                                                                                                                                               petit jardin avec parking devant la maison.
                                                                                                                                                                               tél 06 61 74 37 45"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,"['Conditions financières\nLoyer charges comprises\n1.250 € / mois\nDont charges\n50 € / mois\nDépôt de garantie\n1.200 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.250 € / mois\nDont charges\n50 € / mois\nDépôt de garantie\n1.200 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.250 € / mois\nDont charges\n50 € / mois\nDépôt de garantie\n1.200 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']"                                                                                                                                                                                                                                                                                                                                                                                     ,"['', '', '', 'Loyer charges comprises\n1.250 € / mois', 'Dont charges\n50 € / mois', 'Dépôt de garantie\n1.200 €']"                                                                            ,"{'energy': 'D', 'GES': 'C'}"                         ,Réf. : F12/0438 / 28 février 2024
